"RRPlugIN","RRESP"
13.1237525113593,13.325654592858
17.9806396798468,18.0028995368468
18.5421800731634,18.3477375658898
17.1076712326043,17.0176176284509
15.2203414117529,14.9620914159699
17.8847304044603,17.4238594231469
18.3425821923424,17.5289812134407
9.36526726435045,9.74505513896151
12.3359983058388,12.5071606815821
14.6258047793998,14.692645700709
21.0053225915015,20.2818658512039
14.6808393479925,14.1973068021782
15.0738646416877,14.5666615559827
15.277144330243,14.7714860436044
15.7928054992113,15.8987954735084
14.9675917379339,14.794981198068
16.5427444450313,16.2244884717535
13.4100971652135,13.0571956704083
16.764695030854,16.1299949462083
14.8794857212918,14.5040664607217
11.679812171279,11.9472253229362
11.6030790600927,11.7113260286698
19.594944001954,18.8387785414763
18.0269764599636,17.4318254129648
11.8693121496899,12.0719209240584
14.1153715232242,13.9714290320001
14.1351522840685,13.83677571366
13.9286072180754,13.9417333710432
15.0364831820421,14.8590184874236
10.3920306988284,10.8719000654259
11.9636154631498,11.8373803577663
14.7132703807782,14.597444440635
13.4853636287761,13.207969393411
13.57624918736,13.1824437176133
11.5317517735185,11.6263928797766
16.0827154219134,15.5541781521039
11.917497084474,11.7642794262929
14.154537199104,14.8959309866086
16.7643417505363,16.4725606577426
16.4297621266922,16.2327242456385
12.0401039647986,11.918509970693
14.370485933334,14.1879419946172
19.3461359175816,19.1271504550495
14.2769272272046,14.110919769797
12.7848962071549,12.4508913855771
14.4998843915186,14.4174642645294
11.7877555029491,11.6015225610354
13.6046482886645,13.8789306454277
18.4546006620184,17.9207667285728
15.4117760969991,14.6866569544319
11.7777917825271,12.0979720212978
13.81531960007,14.4920923411297
15.8182878338953,15.6857900272005
15.1685705400783,15.1317705455601
12.9424931875317,13.0631186665899
11.5088005801205,11.5904472825323
13.2053716129737,13.2650460113313
19.5489299810896,19.5013544804886
18.2793109423501,17.624263955665
11.541171665247,11.3911670888297
17.5418279565994,16.9936654939639
16.0350303689968,15.8207729023829
13.829164334551,13.8885602863456
13.8978017069969,13.6658642830911
18.0124277231498,17.476506062616
15.1950689841283,14.9231407018139
16.9549251083944,16.4419189849129
15.7287237711967,15.0149549736059
11.0595069372493,11.3354835239714
16.6951196249184,16.6386221020266
15.0106987073642,14.1534651176505
17.1945154209503,16.8355806250087
11.8056588109502,11.4804251091732
11.5006780327355,12.1245579212234
10.2972951879493,11.0245527803521
10.7447366370168,11.418289787892
11.3587922500135,11.3323754550336
12.7338791479619,12.7680449080566
13.6549180789835,13.5227255806987
21.905795548639,21.0713705087095
12.3397099702458,12.3485684336658
14.7743527535954,14.405485140035
15.6411550691602,15.3572331537544
14.4800353556709,14.7093324654348
15.3089667392949,14.9102620644183
12.8580580590255,12.7336489573517
14.1501620724853,14.0373869863941
14.6164554713632,14.0787583336934
13.4741533765282,13.2884904778119
11.2291235745887,11.0463482159775
16.6996771225205,16.1329559566059
14.0210155326304,13.5680090470859
15.8877642508688,15.6048093954553
15.2394446850632,14.8939520841599
20.4766919619821,19.9574858994491
14.4657185247061,14.0489412800795
15.5641330687912,14.8606900107815
16.7956414632502,16.233886033946
14.68781344888,14.1237851033667
14.0441024446084,14.3128784614755
17.3057237680839,17.213500052813
13.8659577266964,13.8618136079772
13.6014637178586,13.9706122092085
13.6785954171972,13.4081150392746
15.9064375262582,16.2752472046754
19.1864744867292,18.6572536921224
15.5284513068805,15.5249295581917
13.6572376304297,13.2354026762406
13.0063153053539,12.7998761785046
19.13534714617,18.3566749536723
12.6646626131202,12.7592549341544
13.7943747294835,13.6698552828452
17.0118971427578,16.7377535757171
13.8489207634645,13.4555755501819
12.7888836219111,12.6839187058221
14.8983528610593,14.7006893615356
13.3433006926622,13.2341565930952
10.2945877617175,10.351151431341
15.1968035869092,15.0381392307823
12.9989608825817,12.9036337226306
11.4447356148294,11.1993771049581
12.3721523240798,12.9339121602338
9.43851256504875,10.3548952651381
13.7767194790177,13.8894811443766
19.220272060085,18.6847787858599
13.7613162224952,13.5650238464994
17.230692054874,16.7252925385628
22.3699338611475,21.4893650121649
13.4348159190703,12.864688277336
11.5386128313871,11.5612581431728
15.6725659587383,15.2964451980503
13.5382217345843,13.2350886105201
12.3960737269723,12.7686221978315
9.65275036336756,10.4309202135934
13.2609287277803,12.8628556825445
16.2438781369626,15.4248540684517
15.3543179608953,15.1390877087003
12.875173567196,12.9177916336454
10.3687491345128,10.6232762364387
12.8198035716007,12.4509996866423
17.8363418074476,16.7080421671659
13.3407770324624,13.02185266491
15.8888099248006,15.5951959094419
15.5828797318184,15.4941973059718
17.919431983807,17.2334305889273
13.3712897567083,13.0542533158302
13.3642033594996,13.2915212385169
11.8167099497726,12.5857576127236
15.7241293797794,15.4648956509807
13.7426955956038,13.7647893155071
17.5398835959448,17.391824931699
16.1351392767058,15.7644644670985
22.5857294038358,22.5224308940051
14.7995274055749,14.8138227058705
15.1926088641953,15.2032574610262
11.6278308696535,11.7603859707014
12.1808444533114,12.0914434016857
16.8022288858406,16.6998111724215
13.3183613549744,13.2440162581097
12.7018508219354,12.4901900048105
16.7041702002225,16.4772341592681
13.8747331375121,13.2524297412282
11.2290628761075,11.3986891233427
15.0161800019285,14.5006167008554
20.0751375454707,19.3552934379701
15.0363081627127,14.2702837339871
16.8224556713513,16.5174893825695
14.0714013703034,14.2584097764019
18.0685665114851,17.537667645992
17.1017572036239,16.8834510385595
13.1132345812582,12.9254284374798
18.9957844238803,18.4272069369423
15.0292235036909,14.9153169693454
14.331531743949,13.86798414168
17.0100458722704,16.2662106745206
14.8122272184796,14.5627939123375
12.2244076482567,12.1317941652892
22.4462662408639,21.7655772339698
11.9457138838741,11.9131324972925
14.996560268199,14.9167736252844
13.2076754623102,13.3707342078638
13.0876630674345,12.9159611435114
11.5681573404055,12.2465737907153
12.9980048456294,12.7426614086632
12.4906802862556,12.1341755559078
13.1010144323332,12.8407499089086
14.0217933738417,13.8954446408274
13.2826442347776,13.2320347615725
15.26490381522,15.2188453165685
16.6738139124868,16.0685325422492
12.4916922934444,12.4723087815976
17.168988084722,17.1147193402652
17.2671354191579,16.1514022724281
16.7365050127887,16.7758396361877
16.7745532304245,16.1303763728014
12.5531903493788,12.7116927635985
14.2467136300138,14.2706183547085
14.7949526600143,14.5378078751545
17.1141425640778,16.2362792362789
10.9909835204417,11.3416071910636
11.8770121113539,11.38408912602
13.8533895302887,13.3718719265201
10.3937701517827,10.4606534658898
18.7651306119921,18.3103167463674
11.919240786162,11.8720132701107
15.125893185387,14.6325654227077
17.2822891805531,16.6514756905766
13.3955095657799,13.4150470121564
12.1870119318699,12.3236913976614
12.42201426286,12.374990505848
15.7192327566759,15.1193236805967
15.8684528821128,15.2709866632069
20.8018024952848,20.0365985909779
10.0793500462721,10.1031093265414
12.3132803717038,12.5481059220762
11.6006167042136,11.7767586246997
14.7136605915436,14.22193651658
15.869193150776,15.2320663854954
13.1373758016559,12.6839821464393
15.6115349100816,15.6777424447632
13.9036977308608,13.4349493178213
17.2859101400855,16.8723185410215
17.1549478151891,17.0174406726555
11.9331367289863,11.7655053562058
15.959093844801,16.1030279777081
16.0452749221592,15.1989111988827
14.2492816490256,13.8278903840956
12.1787108717088,12.3887854792185
18.3258361987537,18.1249682791694
13.262531768397,12.972430985983
15.4939336400869,15.2412828299132
18.8771510977845,18.7000078720603
11.9347245669152,11.9957968964157
14.3791631746284,13.9071244013138
14.9327343398082,14.9847790174076
13.0375023757249,12.7488841323772
12.8446632854992,12.5904840467989
13.1770921699485,12.9830919487814
13.5674633903247,13.1169258981676
12.2491093077735,12.5543086489703
13.6805252926266,13.1255853393332
11.1529537152231,11.4053831355363
13.9767463577037,13.5776381990372
15.8591702002075,15.0816248497595
12.9051683711911,12.793148798793
14.7377824424817,14.1766691339263
13.8978709664561,13.4400232977184
14.971249475511,14.2787007265339
11.448626584997,11.6884346032644
19.5734684918448,18.9908095902911
9.66207317949683,10.4880586512627
13.8580403453946,13.5906952682259
13.6431025739221,13.6224560672823
12.7616312971022,12.7253773022975
12.6397589720593,12.7752850317392
14.6251589843437,13.8529497200145
12.9180231509672,13.5087260830377
14.1304801172147,14.0737484118576
18.578869185475,17.7231857743158
19.1528423840562,19.4655134333685
15.0180658516084,14.7998244602193
17.4645676532716,17.1882407365757
12.2381430747144,12.5725160659828
12.2189580590388,11.9116959323494
14.2303531036783,13.9901530501238
9.65299281009821,9.99520962493888
17.04216862682,16.8843511580016
13.1845013591269,13.2236698507928
15.2654151800419,14.2918982931125
14.5825551597074,14.2078147071056
13.9681482593695,13.9009774224706
14.8256732109701,14.9294351676448
19.2305368387785,18.7967032032086
19.2913905226637,19.2573294040474
13.7572055712232,13.4904927746065
13.0767967592939,13.5483236809122
9.63752025715478,9.84084731203183
15.2955739029838,15.6203856056175
22.0563326949162,21.5117745640456
12.3374704453097,12.0832582786655
15.4499955413859,15.124679059874
13.6178856462471,13.3328758526427
16.1533204804685,15.8853189414706
13.9000297715392,13.7942675754926
20.8034923101832,20.4869547861945
12.8219138715763,13.3812238560917
20.1770210339512,19.4969056230514
16.8741910250882,16.1717237515508
12.6599638920506,12.5661794751046
17.559163865481,16.9650887819497
11.3172859418135,11.50503627828
12.7330784296599,13.0178695250653
11.088514317653,11.0136005865553
13.9086210891845,14.0259996544977
12.983397656061,13.1194067442159
15.6860018120144,15.4085045464467
13.9346587227772,13.3988158446272
12.0547009818142,11.8447215832303
11.5308941962567,11.8636091999472
16.2005878836797,15.7311489351366
14.8277771836319,14.3960686371018
15.2452933220243,14.7541790639527
12.5384136609358,12.9017801831394
20.1938999710682,19.6858028989693
20.2322204237314,19.8193212973372
16.4400480000908,16.1411279895438
13.1814604404554,13.4769077479319
11.030983849222,11.7075028415145
13.7888006906366,14.2820739720667
12.718109990016,12.5946480652455
19.2110410449349,18.7056939282764
19.366733781694,19.0111796865431
16.7621072358417,16.5701622398731
13.65315919502,13.2482928485733
14.3096267494539,14.073311997088
15.0915171851654,14.6146388633623
14.6071913773886,14.6840637439065
18.1732272935842,17.5125775945992
13.1192806196808,12.7547645067131
18.1207443399423,17.6882730065607
15.2927807861814,14.345437188797
13.9122895071998,14.2243600770447
12.9680740162409,12.8324821861743
15.5429778250132,15.3140467446992
13.8684083538054,13.9163403161333
16.8286780946477,16.1128595124329
16.3624109116068,15.5681363489159
15.9223742582393,15.652887106508
19.556256420118,19.1020820589715
11.3422066993506,11.5583049412754
10.6650516133508,11.7727335585339
10.6838806227555,11.2454310433141
14.8318967357825,14.0606663944224
14.0549030154018,14.0953913591108
17.6144345864255,16.7234945144543
16.3791990491816,16.0784109124809
15.2448169093447,15.5275630956354
17.0409505355693,17.2662465277862
13.5321689098486,13.6845308495566
12.5627926340972,12.805183624808
12.2120281046488,11.7613683938265
11.6421856050105,12.1306330743327
10.8646847976573,11.0581606696371
12.108465707332,12.3907522340243
14.790870581804,14.7533827498704
12.0616091787817,12.8847976974582
18.7224157437514,18.1400969188392
12.0006276081652,12.7930274464461
19.5431645656595,19.3109597969051
16.5438554776014,15.642446506596
16.0888123802144,15.5377385595278
13.8674262148706,13.4996343270633
14.1910196373362,13.7074526198333
19.217806478593,18.6643809243871
11.8812918675557,11.9743809285953
16.4261002259565,16.0989124554069
13.4923038176242,13.6676990074284
13.3330447018481,12.9365328407752
14.6712177163594,14.5578190431602
13.536752094568,13.128473425571
9.9440332798626,10.1616816560817
10.7412092443847,11.2106343629214
17.6744443540057,17.2519493829713
14.7504068963228,14.5386180182122
13.8135780525344,13.3121380320851
15.7976152855832,15.6434504356314
12.8527625254736,12.8104682591966
18.3251360007905,17.700632255073
14.3098558780123,13.9723050607332
13.9994237515009,14.3104641714065
18.866946240844,18.0832926565928
12.5179940236903,12.7123597556745
13.217538854935,13.2035339556994
15.2026687643991,14.997918553442
13.5138764333483,13.869764610768
12.0385321706365,12.236046613593
10.6383581400905,10.6727906056363
12.6007778760028,13.0233816641552
14.4143946041911,14.3505900942987
15.1894762685946,14.9801923890242
13.0679793418354,12.9712560223911
14.298801108968,13.6677811039539
14.5241565324916,14.1455695522233
12.6431982832798,12.4862515491017
19.0924631454121,18.3039742433657
14.7109796855618,13.9853368666068
12.4483156187533,11.7452832304339
12.3389974014297,12.1051197934789
16.4745611214367,15.9202897790187
13.6484874375734,14.0187978991564
17.6513144659255,17.4146122937958
14.346575662844,14.1620212178841
17.6349154743436,16.8433476440881
12.4645239387742,12.0141664684967
16.0865070796306,15.4416692073094
15.4784935224203,15.1727945154057
11.7971293164824,12.1654348491072
14.1180639136315,13.2002095973522
15.7276006173722,15.2489833054047
20.5847546153455,19.4982995742224
13.8046985820263,13.7535302453973
15.2695039342661,15.0792743872776
15.7887033990551,15.5387629022843
19.2933618569114,19.4579148373888
14.9463733658345,14.6265467473731
17.2429346153399,17.0732634087514
13.440346721905,13.3108324387615
14.1165023136564,13.8442262163707
11.4287697964074,11.0870226609954
13.8851249443291,13.7173327986151
12.0910650866719,12.3021650190213
15.3076176714086,15.5582649476245
15.8969220579062,15.7587926692375
15.026032312124,15.12937619724
16.4246907684142,16.4022209000479
17.5395631963305,16.5792146500454
