"rmse_muPIr","rrmse_muPIr"
2749.06810255385,18.4082127454677
2601.15713101598,12.1035066201589
12997.3631195816,13.8331175245738
5224.85190371484,14.3689054780753
1040.08850545014,12.9984261403129
3851.56026528046,12.2860482414344
8433.46849057338,11.751195463136
34841.4053844842,12.7834519924031
2682.47108695778,13.1461287143092
3919.04838373178,20.4803796760984
8102.37006252133,12.0606512718674
4490.68066600215,16.1921456103346
3611.321304904,14.719102962301
5184.20222330675,13.9738343211609
7196.59068498005,13.1662418587513
1588.56624001225,15.6641106086532
4754.38696398507,12.6943079548652
7886.18424961982,16.9686165288709
2795.94457235758,18.1630869756815
4742.30534633664,13.1047896448042
4440.32895802253,16.2744316320701
2362.00768408924,17.8147092425064
5752.10027379231,18.3890968494233
2802.83900681835,11.6361742788063
3974.50000139456,17.5256159599839
1960.78995393456,12.3223053340486
1771.96148117677,11.9892251200157
49527.3740708628,14.2478797962709
11678.5726052892,14.1280430965165
17107.9140857449,21.7239175943671
3667.59491896338,11.205563011867
2056.01696032061,16.0862749723089
6421.01343715584,13.5944258254961
963.586748095066,12.9416309161538
8421.94131065354,12.0129869887256
6658.1717070163,14.1972299987316
2472.35112026294,15.0042438227406
10287.7088561045,15.6800651265926
4359.85158629036,13.8340456123881
1269.31905739055,15.4707538151504
13876.0303877733,13.6796430137815
685.848370629063,13.2880549500722
6660.29405393267,16.8133310131159
743.616164226058,10.644117752848
5458.35472835453,16.6644621198007
29192.9521318814,21.3806988677668
3451.39858749512,12.9700038688412
7950.90937434974,15.1183345832799
1170.56499298046,15.1873931646951
8578.87018689596,16.4874563336502
760.885252351084,15.7411378173096
653.433810983531,16.3491348652001
3016.53839902291,19.1483704017718
2472.02061359594,12.5910743572948
11812.6325957755,12.7854999712355
4820.82944872646,13.3862394700303
1085.83878293597,15.580114317165
5930.04511968391,19.175863157439
10231.411681917,14.2932197649592
33892.8184338981,13.1600235332118
2483.45692950008,15.739200928248
2943.66155082918,15.1011495416615
7791.462322768,12.9637727814973
3763.58082933345,12.7213524731618
3594.53809351362,15.3370880427606
6093.77095432411,16.963918516135
7799.58459190352,15.8542845187956
1511.983317031,16.463964942622
6483.42440058061,16.1144778949185
5987.50964414001,13.5035637106419
1857.5657999357,13.3104616140429
4940.40672805019,15.7524178248724
4647.88526050586,18.3523006215964
2004.61454953081,19.3165597976431
5930.66618889605,20.3611709008069
3088.17778913724,13.8931937389199
1986.31876398131,10.0183191959506
2656.1763119968,17.8107142728302
1711.38970957761,12.4138950267008
51674.7665868533,14.6488378292602
12018.5352108022,14.32236249915
7469.06336097296,10.1782630688311
4112.78225644852,12.9914752950471
2295.60313658894,16.9668835154534
7633.230603871,16.3745495034591
1017.85267389821,14.6290963209413
7590.1740981164,10.7187237748013
6932.80343930756,15.1530080331644
1537.69745706609,10.8054945979728
7620.02402240736,11.9379586723219
4531.2913613214,15.6343579947078
906.637261130441,15.6680364825435
19482.3837651129,19.5168803235668
778.406698869344,18.0180919999282
4228.88351900155,11.8198198103404
921.994075918878,14.4141352183187
4583.8200344348,14.2648496098134
20644.0938325499,15.811451641923
2582.87240561286,9.95189956817607
7423.58138639006,14.7733687170037
1212.16779318558,16.0904505617819
8677.57422968353,18.4962085134623
426.259598244661,11.7609124835483
946.42956945026,21.7491174389619
571.12558704891,13.4803486288327
870.592558353297,21.5576269669255
4202.44029846874,18.9708305926252
1474.11837444162,21.2260996764887
376.479831366268,15.0400675923279
1065.52056832641,14.701041950632
1723.18930724421,11.4035648846999
10970.7666612372,17.1392233767226
844.226047122191,14.0245526124719
665.61269096376,15.0000617335555
1926.98017597477,13.7543794029736
843.20862084823,12.1886220386523
941.829047526684,14.9688288025879
1029.06549148895,12.5276958972085
2490.86875221179,16.7683834431028
473.227345981815,16.447711243411
704.369527316135,9.27719610231446
1199.9007741808,11.7548378180114
475.261439132919,13.8689504805441
1588.49276567996,16.5309651090682
984.538402667908,17.3084624276228
367.512090336345,12.4088599050748
1292.37178389379,16.3817700116383
957.534576262263,13.8296154813178
1100.55523774849,16.188801009301
668.747940952731,15.6664099943614
634.427320278086,13.7508883183073
14571.2418131157,19.5602433381627
2447.3490696495,14.6276438134927
1610.24057600853,11.2389685412656
1456.2179178739,16.8388956122713
571.215730300763,15.9363331660621
3073.52264226605,20.4545826187111
400.647817095559,16.3055434673662
2792.10882677633,19.5682272715962
1348.95375286044,12.9149587703767
622.290153115355,13.1730328801158
1739.61674811529,11.8919770159721
812.205745609371,10.4462103523682
404.07854682093,16.7361819819083
2020.18342866092,10.3522903089739
130.432978400755,10.5635542385915
1272.24406195437,12.6734531653029
275.630362724146,14.0675909580173
1034.34255595884,14.1096024901754
4866.71680484204,16.1119136440385
714.963940643927,10.8621214194951
2128.60949005366,13.8072355554147
390.492111262569,14.4788773237557
2119.65436111689,17.1204495791529
105.181002781201,10.8932041356962
202.717160603718,18.2412996845524
628.253395451961,12.9286278444348
766.006536572098,13.6080160870816
5317.14099870931,17.6549088141882
1376.37066273836,18.6948772090285
579.006505934274,17.2771715857583
1303.79208408794,16.0955133557872
2436.93486623766,13.227177931046
9543.17878524353,11.7064715211511
714.581848422113,13.9385451205994
945.660228168279,16.6066110463867
2229.13092300941,14.1037862485405
937.969109920794,11.9618501755174
1057.38897159678,16.5163373035288
1660.06109716672,16.2725774088587
2475.17796952559,13.223709875679
423.466898702709,15.1041941278007
1627.9972082961,14.5012486065632
1662.83538424742,13.3181401969161
747.022050828974,20.1044271689441
1150.14741866487,10.3930198743538
893.476293451802,14.8648174914138
527.364340512522,14.5897274073881
930.32884586976,10.6746152015533
1098.66947495827,12.4081749183816
1071.58184266987,15.7767107914808
610.153644072392,13.6880301381913
613.651350933181,10.3128373521706
17159.5200586973,16.1441994010093
2878.23019632068,13.0636212625314
2846.54758238625,14.2857157215552
1617.51132430144,15.6481896805315
836.697269358041,15.6306068357875
2879.48807938851,12.8509090570683
431.978917455985,15.7020352295092
2703.5774274864,16.2957386182713
2058.45718923749,14.652744456354
652.819795193561,13.9343490143206
2830.07224971696,17.0314188582432
1917.16295014819,17.7597313892651
293.715000347705,12.9599227070006
4115.47344119614,15.1234613625479
192.319316898066,14.0047371844343
1617.71853585688,13.8422215024316
260.488921685413,13.5216751122354
878.467136962274,11.9257161237929
5173.67751515597,12.970504256456
1486.49948009032,18.820077323609
3419.3334791467,16.9876573942671
354.666920568948,11.7375553712257
2109.82793551851,13.8352206815208
122.344483560956,11.90854768391
87.6926856229371,10.3011875400052
412.90624004143,20.2996674557192
173.90856286819,12.5734126881224
1603.02905261236,16.1025002141313
476.609434626122,15.5711296041951
143.245303596611,16.6683824842199
328.955389776987,11.9699569179895
725.580995962469,13.8809026687965
3699.93833107239,15.7727946341247
267.074357932376,15.1724507323349
351.26724148379,15.4845923083903
840.281153422794,13.9677452040796
313.138457280911,16.5758035292711
220.00736241229,14.1540499055888
221.581940881197,11.7107734209806
998.326572136708,16.9048943196334
111.12227198264,14.3266846103337
353.148716723147,10.2736682229843
640.804050418331,15.0730265460645
160.153234296761,13.1683945625124
583.23893474552,15.4212029558266
292.671184423073,15.3448456779218
150.154809592726,13.1450072603347
412.623168908591,17.3942912062587
325.900381066219,14.7393433328813
223.138073784661,15.066994863915
185.908013996869,12.463033704136
261.220204329168,15.0141457580718
3695.40880246202,13.7876208594159
1130.10122624621,12.5032329828651
703.749924468455,12.1416318634864
466.021627404698,13.449122348759
170.470166126763,11.5450918360476
788.820237346672,12.4831891051568
142.168135117578,15.6484832328977
925.002672436892,18.2190643450359
633.214083443561,13.2976317375942
422.838380949693,19.2340767231305
718.206151410462,17.4986771508777
471.76860343506,14.2590810011299
121.131629103707,13.0778608111115
928.526628347429,13.9149390152978
62.8047630205211,16.743420957216
585.568999112625,16.7699303491054
104.367873351417,16.0538156445829
446.147883461209,18.4841191515551
1439.59951688142,13.6699234697295
482.788000069787,13.3689004947244
924.515646634461,14.9913069552841
156.465165887136,14.288612249217
697.542661805722,13.4778191704237
47.8134646917576,16.9534819081889
64.5977042380862,16.9101035244136
417.459789651785,18.3714906328098
247.293376921505,11.9824376056582
1385.58084383634,11.5225069692773
692.449011639288,12.6174890731324
175.07083935843,14.5730380227715
983.59534605919,17.7983313841187
1015.01617765219,13.3761518472605
4127.41396797448,11.5006432809819
505.911626961998,16.292695707809
584.246642493702,16.4623594085009
1121.70183529423,12.1180676330574
616.187838479481,16.2725178707732
439.899673432819,16.5195304053298
526.682477060124,14.5395294065527
1396.860101308,14.7305043894646
281.379146122338,17.8020732200203
694.050632481515,14.4645139467624
1236.11599674957,16.5133622033768
301.789990157017,19.5538165240885
868.058103482367,18.0029037355968
674.931919703557,15.4689085534184
157.4146769816,12.6999934594151
380.828746334809,10.8926443454403
559.615157461089,15.0375169907588
410.105342149521,11.4910672464986
317.551212269197,12.8862551409799
349.518745138612,12.8188597754263
8009.31554932729,16.3085565006336
1832.5728825549,15.9596989889323
1243.88357602345,13.07286168594
594.668615061845,15.7782972034968
283.390567027952,12.5668999571638
1358.53743558915,12.7264954836029
283.995642801009,16.5669377832427
1081.91818760876,18.0287906574341
865.01038000749,13.5248423546218
407.495275216038,17.0568500841528
1862.06766841356,18.388741354658
885.861558463687,16.7685014324726
139.683933768056,18.0447882684794
2498.97180330511,14.8580626336068
62.5297408114687,16.4136719830922
713.611604776164,16.7571178951397
186.980258608859,18.3368766367825
444.768979566957,11.4603814632358
2569.53648715547,15.4447641133705
691.026599863153,14.2123248711957
1587.4089226449,14.4434363564628
91.1070233387763,11.9605239441748
1687.5246815168,19.3575086157208
100.140856033472,17.0182802549964
124.459566616993,17.5111216019252
567.687885052397,12.5064137148342
712.460309658876,11.0122214292946
5648.61574175594,15.1032109074698
1412.9157510637,13.6410273968098
547.982710763821,11.7777058013799
1984.52692810485,14.0880620062046
2163.19280671857,16.774504608987
9953.9381380103,12.1781113609805
838.481250074427,14.5375466240313
1348.38491233726,14.5183175244925
2653.83969561217,15.17998041006
1874.00374303357,17.4658516935298
1271.74155243299,13.7143485517001
1566.28511963358,13.5843039913509
3823.17700027149,16.880883730258
746.009096370974,19.2661749482717
2038.96102552414,17.4236599497328
2687.39832378985,18.8313339858707
441.026880028843,12.7414204645049
1661.48305818178,13.9205916875702
856.737382491632,10.4709019402681
641.949719322456,11.9716504473053
1612.58690414232,13.1448146953743
1420.92604315251,13.1588603742481
1212.43761531706,14.6780555111886
874.354647367323,15.9263265486117
1304.14854999764,16.3628153893771
21313.5218150463,21.4020698976179
3715.35952116806,13.7559591066222
2772.94980537544,15.4450495722721
1469.17190378574,14.8665111781699
1501.97683863575,18.5897886533872
2280.90168514192,11.8736960063245
379.167083387512,12.9379118594855
2102.0802336053,16.7303516175235
2192.3225441089,11.3749050791913
1201.58026020336,15.3423897986903
2188.60152964149,13.5596060016673
1816.26086938694,16.9642621741388
400.668963196043,15.1493578300334
3295.11516621534,11.9353157523073
340.086709943958,14.1620442736157
1603.49036933534,15.528897098144
300.43050447756,11.8887939041767
1485.99564655952,14.4636643399168
6126.82557653324,15.7867032803217
1975.42784494687,18.3232160924058
2718.88385170271,13.9094740834164
595.47604784981,12.8367808549255
2355.43041455451,14.2622919388807
190.764824992455,17.1470943151951
142.485425216297,18.2409852315375
3593.50040906355,22.0868368844187
3002.46878789143,13.6187040697226
24058.2760328441,16.5151003094577
5981.79191769238,13.3144673268026
1565.77682365995,11.5088986552763
8677.37015591963,14.163487988213
7075.93821840567,12.3445946453333
62092.3300703482,15.6315032312927
4861.06076238641,15.1309033275735
3836.66731304688,13.5744435616585
14232.6419759169,17.4139826493811
5165.47483390549,13.0599870938733
4657.83960188496,12.9753787949322
8392.12873178167,14.7946288349926
15640.4380392577,15.1915176998398
2198.69151922028,15.3507935639547
8487.14069366742,18.0482293000525
9381.92348242758,13.665519483637
1973.99350456083,16.1694231325318
10086.8877471346,18.0660379823131
5774.15357389261,15.3699064116145
3969.39184322156,18.2013729040856
6638.30902333652,12.0620729873119
5765.36075118412,13.057905984266
3506.25458242486,11.9483257752491
3308.42414642854,15.8520768331363
4994.99449513372,10.6830602492614
48892.5354608384,11.0149545520026
14052.0723003266,14.1562155057176
14986.8369989368,16.5650657566147
6011.45231876985,13.6958105292005
3942.05265651187,11.2185258948364
18434.2424330284,14.117609546133
2662.85311379101,16.8039971733766
9777.64290041089,17.3719699515141
9502.46282408501,11.5242670620562
5458.96411951651,13.5988777319515
11586.21259272,17.8924925558484
8101.114965414,16.0393713800858
1564.18761702543,15.3791895533704
17005.0188190556,12.6105613083137
1293.82847057598,15.4513175467831
8963.56928864492,15.2395589379465
1047.99865492521,11.7386183265744
6842.10807922045,17.5856576675906
23628.4233803388,11.5914803688621
6263.39572096221,16.5727541824834
12527.3011527491,11.8599136856531
3067.52416452242,18.5653258341519
10494.1951582166,13.1765194906851
877.489416389654,11.8702290029086
795.427937889853,14.0269184194894
